text,aspect,sentiment
"Love the accessable features, easy to navigate.",ease of use,1
"Love the accessable features, easy to navigate.",app performance,1
The app is rubbish keeps crashing and going back to the beginning. Yuk.,app performance,0
Whenever a try to obtain a film code it is impossible to get it.,app performance,0
I thınk cheapest way to buy brand shoes,brand satisfaction,1
I thınk cheapest way to buy brand shoes,pricing value,1
I thınk cheapest way to buy brand shoes,competitor comparison,1
Convenient and no hidden costs. Funds transfer from bank account immediately,ease of use,1
Convenient and no hidden costs. Funds transfer from bank account immediately,brand satisfaction,1
Convenient and no hidden costs. Funds transfer from bank account immediately,pricing value,1
Convenient and no hidden costs. Funds transfer from bank account immediately,delivery speed,1
Good price and good delivery service !!!,pricing value,1
Good price and good delivery service !!!,delivery speed,1
"So much so that there is talk of anorexia, the models in this app have no breasts or hips ... promote a fashion that is not for real bodies",app performance,0
Please improve the worst app,app performance,0
"Truly awful app! It's so slow, if I didn't have to use it, I wouldn't. I certainly do not use it if I need to place an online order!!",app performance,0
"Truly awful app! It's so slow, if I didn't have to use it, I wouldn't. I certainly do not use it if I need to place an online order!!",delivery speed,0
Immediate and successful action by Aline to get us Meercat movies. Well done.,brand satisfaction,1
Immediate and successful action by Aline to get us Meercat movies. Well done.,delivery speed,1
Great tool to see all Macy' items!,app performance,1
"Too much bureaucracy, too much data",brand satisfaction,0
Had to use chat during set up and now when I click to verify my email I get verification failed all the time. With this issue it says to contact through the in-app support.....unable to find this. Uninstalling and would not recommend,account access,0
Had to use chat during set up and now when I click to verify my email I get verification failed all the time. With this issue it says to contact through the in-app support.....unable to find this. Uninstalling and would not recommend,app performance,0
Had to use chat during set up and now when I click to verify my email I get verification failed all the time. With this issue it says to contact through the in-app support.....unable to find this. Uninstalling and would not recommend,brand satisfaction,0
I was surprised with the ease and flow of the create acct page. Took only a few minutes ....Will definitely shop again!!!,ease of use,1
I was surprised with the ease and flow of the create acct page. Took only a few minutes ....Will definitely shop again!!!,app performance,1
I was surprised with the ease and flow of the create acct page. Took only a few minutes ....Will definitely shop again!!!,delivery speed,1
"Wouldn't ever use this app again nor would I reccomend it's use, I unfortunately learned the hard way this app is an absolute rip off. Will book directly through hotel next time.",app performance,0
"Wouldn't ever use this app again nor would I reccomend it's use, I unfortunately learned the hard way this app is an absolute rip off. Will book directly through hotel next time.",competitor comparison,0
"Wouldn't ever use this app again nor would I reccomend it's use, I unfortunately learned the hard way this app is an absolute rip off. Will book directly through hotel next time.",brand satisfaction,0
Alex sorted out my question over a SIPP contribution quickly and correctly. Thank you.,support attitude,1
i would give it a billion 's if i could.,brand satisfaction,1
Pasta and good conversation in Malandrino,brand satisfaction,1
"I do not now aboout you all, but to me it seems it is not fast and reliable anymore. A lot of lagging, the impossibility to connect to the account for hours, etc.",delivery speed,0
"I do not now aboout you all, but to me it seems it is not fast and reliable anymore. A lot of lagging, the impossibility to connect to the account for hours, etc.",brand satisfaction,0
Very low commission between buying and selling!,pricing value,1
will not let me log into my account says user is disabled,account access,0
will not let me log into my account says user is disabled,app performance,0
"Totally rubbish customer service, they answered the call after 1 hour and not trasnperant fees structure, just rip you off,",support attitude,0
"Totally rubbish customer service, they answered the call after 1 hour and not trasnperant fees structure, just rip you off,",pricing value,0
"Totally rubbish customer service, they answered the call after 1 hour and not trasnperant fees structure, just rip you off,",brand satisfaction,0
The single worst performing app I have ever seen. You cannot click on anything. It's horrible.,app performance,0
The shoes are super lightweight. This is really my lightest pair of shoes. Summer is very breathable and comfortable.‏,brand satisfaction,1
Fabulous service in store at Aintre staff are so helpful x friendly they go out of there way to help I am looking forward to my next visit,support attitude,1
Fabulous service in store at Aintre staff are so helpful x friendly they go out of there way to help I am looking forward to my next visit,brand satisfaction,1
app works well and is a very convenient way to shop,app performance,1
After spending half an hour navigating round the site and adding stuff to basket at the end it said one item out of stock although successfully added to basket then said remaining item did not meet purchase threshold. What an utter waste of time!,ease of use,0
After spending half an hour navigating round the site and adding stuff to basket at the end it said one item out of stock although successfully added to basket then said remaining item did not meet purchase threshold. What an utter waste of time!,brand satisfaction,0
Excellent service from a small store staff are very helpful,support attitude,1
Excellent service from a small store staff are very helpful,brand satisfaction,1
"I no longer use other rechargeable, unsurpassed app!",app performance,1
"I no longer use other rechargeable, unsurpassed app!",competitor comparison,1
Best website in my opinion for car insurance!,app performance,1
Best website in my opinion for car insurance!,competitor comparison,1
Find the app quick and easy,ease of use,1
Find the app quick and easy,app performance,1
Find the app quick and easy,delivery speed,1
Super easy to use. Would like the lists to work smoother though.,brand satisfaction,1
I've never seen worse applications than an online store,app performance,0
I've never seen worse applications than an online store,competitor comparison,0
Can I withdraw my money or does the app have to give error forever?,app performance,0
Can I withdraw my money or does the app have to give error forever?,ease of use,0
"I was able to find the cover I needed relatively easily, at a good price. Will look here again next year.",ease of use,1
"I was able to find the cover I needed relatively easily, at a good price. Will look here again next year.",pricing value,1
Easy to use. Good results.,brand satisfaction,1
It is handy for finding the best possible deals,brand satisfaction,1
Excellent. It is the best help a traveler can have.,brand satisfaction,1
Excellent. It is the best help a traveler can have.,competitor comparison,1
"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",app performance,0
"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",delivery speed,0
"App is very slow. I can't load offer very often because ""service is not available"". Connectivity in stores is also very unreliable. Can you bring back paper offers? They worked fine.",pricing discounts,0
"Xx 2 aww q, as",brand satisfaction,1
Well great to be able to pay in any country and without making any kind of change I am very happy,ease of use,1
Too bad we do not know the time online and when you receive money the old shows everything,app performance,0
Too bad we do not know the time online and when you receive money the old shows everything,pricing value,0
We stayed for first time a couple of weeks ago. Very strong mildew odor in room. Poor doors and locks. Room next door to us was broken into by hotel security staff. Pools and furniture need drastic update!! Our room was cleaned daily but our toilet leaked and a make up stain left by previous guest never removed from vanity. The food was fine we did not do the ala carte but heard good reviews. The only thing going for this hotel is it's location and the friendliness of other guests (mister prairie Canadians) and staff.,support attitude,1
We stayed for first time a couple of weeks ago. Very strong mildew odor in room. Poor doors and locks. Room next door to us was broken into by hotel security staff. Pools and furniture need drastic update!! Our room was cleaned daily but our toilet leaked and a make up stain left by previous guest never removed from vanity. The food was fine we did not do the ala carte but heard good reviews. The only thing going for this hotel is it's location and the friendliness of other guests (mister prairie Canadians) and staff.,brand satisfaction,0
Very fast delivery but the dress transpires everything you wear what you wear. I will try to order one more size but I hope that later it will not be large.,delivery speed,1
Very fast delivery but the dress transpires everything you wear what you wear. I will try to order one more size but I hope that later it will not be large.,brand satisfaction,0
Awesome app. Very good and easy to used,app performance,1
Everything perfect! The clothes look like in the pictures and also correspond to the correct size.,brand satisfaction,1
Easy to use and better quotes from bigger companies. Accepted the quote within a few minutes of starting to use the website and got the deal with nil excess on the policy. Never got that before,ease of use,1
Easy to use and better quotes from bigger companies. Accepted the quote within a few minutes of starting to use the website and got the deal with nil excess on the policy. Never got that before,app performance,1
Easy to use and better quotes from bigger companies. Accepted the quote within a few minutes of starting to use the website and got the deal with nil excess on the policy. Never got that before,delivery speed,1
"Fantastic, handy and easy to use",ease of use,1
"Fantastic, handy and easy to use",brand satisfaction,1
"I received my 20% off selected hair products offer today and subsequently ordered some products! However, it is not at all clear which products are in this promotion and my total didn't change at the end! Some clarification would have been nice! Regards F",ease of use,0
"I received my 20% off selected hair products offer today and subsequently ordered some products! However, it is not at all clear which products are in this promotion and my total didn't change at the end! Some clarification would have been nice! Regards F",pricing discounts,0
"Horrible they still my salary, they don't want accept my second month salary without a reason, tey accept the first salary after I give them the contract, but don't accept the next salary, this is simply ridiculous, and they don't give me a reason. The app chat is looking for an agent from 15 Hours... Simply ridiculous!!!",support attitude,0
"Horrible they still my salary, they don't want accept my second month salary without a reason, tey accept the first salary after I give them the contract, but don't accept the next salary, this is simply ridiculous, and they don't give me a reason. The app chat is looking for an agent from 15 Hours... Simply ridiculous!!!",app performance,0
"Rubbish. ""Theres a problem with your card number, phone us"" oh look ""we're taking more calls than usual"". You do less damage to yourselves if you test properly before launch rather than using us as guinea pigs that only looks like a cheaper delivery model.",ease of use,0
"Rubbish. ""Theres a problem with your card number, phone us"" oh look ""we're taking more calls than usual"". You do less damage to yourselves if you test properly before launch rather than using us as guinea pigs that only looks like a cheaper delivery model.",brand satisfaction,0
"I switched about a month ago but the company was taking its time, so I contacted you. Raj Sian emailed me to say that she would look into it and within 24 hours the switch had gone through and has been backdated! Many thanks",delivery speed,1
Perfect for FX and banking,app performance,1
Easy and good quotes. But watch your extras have been added,ease of use,1
Easy and good quotes. But watch your extras have been added,pricing value,0
Easy of use. Less of ad distraction. Spot-on.,app performance,1
Very easy to use and find what u like.,ease of use,1
Very easy to use and find what u like.,app performance,1
"Ordered 3 pairs of pants one top and one pants suit. When the items arrived there were a couple of pants missing, I contacted them immediately as they were on the order as delivered. They were suspicious from the start. First they had to set up a case, then they had to check with the warehouse. I am furious! Three weeks after they withdrew my money I have only received an email on they are in the process of finding a solution. Never buy anything there again. Acknowledge, however, that you have made a mistake and give me the item I bought and paid for!",support attitude,0
"Ordered 3 pairs of pants one top and one pants suit. When the items arrived there were a couple of pants missing, I contacted them immediately as they were on the order as delivered. They were suspicious from the start. First they had to set up a case, then they had to check with the warehouse. I am furious! Three weeks after they withdrew my money I have only received an email on they are in the process of finding a solution. Never buy anything there again. Acknowledge, however, that you have made a mistake and give me the item I bought and paid for!",brand satisfaction,0
Simple and easy to use but attentive to commissions for certain foreign markets,ease of use,1
Simple and easy to use but attentive to commissions for certain foreign markets,pricing value,0
"Don't come into the app purely since 2 days. Have tried azch with reinstallation,but unfortunately nothing is happening, sorry.",app performance,0
I saved £650 on my renewal quote. So easy to do.,ease of use,1
I saved £650 on my renewal quote. So easy to do.,pricing value,1
easy to follow and gives great info,app performance,1
Great service never a issue with booking or cancellation great customer service when hotel I not as expected would highly recommend as a seasoned traveler,support attitude,1
Great service never a issue with booking or cancellation great customer service when hotel I not as expected would highly recommend as a seasoned traveler,brand satisfaction,1
"Wrong item received, unbelievably .... expensive delivery. Uses other options in the future",pricing value,0
"Wrong item received, unbelievably .... expensive delivery. Uses other options in the future",delivery speed,0
"Wrong item received, unbelievably .... expensive delivery. Uses other options in the future",brand satisfaction,0
Easy to use. Booked legoland and cine World recently no issues,ease of use,1
Easy to use. Booked legoland and cine World recently no issues,brand satisfaction,1
"Love using the app. Ninety nine percent of my shopping is done using the app. Very easy to navigate. Love, love, love.",ease of use,1
"Love using the app. Ninety nine percent of my shopping is done using the app. Very easy to navigate. Love, love, love.",app performance,1
"Love using the app. Ninety nine percent of my shopping is done using the app. Very easy to navigate. Love, love, love.",brand satisfaction,1
Easy to use. Enjoying it so far for a complete newby to stocks,ease of use,1
This saved me time and £100 from My renewal.,pricing value,1
Thanks for the 10 years of great service. Always fast and prompt to receive and or fix a order that didn't fit!,brand satisfaction,1
Thanks for the 10 years of great service. Always fast and prompt to receive and or fix a order that didn't fit!,delivery speed,1
"Easy to download, easy to set up, easy to make money.",ease of use,1
"Easy to download, easy to set up, easy to make money.",app performance,1
looked on line for car insurance with this company got a text from them opened it and had to reply but was charged for this only found out when my phone bill arrived the phone company stated that my texts where free but this company charges you for reply,pricing value,0
Recommend this app one of the best in its category.,app performance,1
Recommend this app one of the best in its category.,competitor comparison,1
Fast and easy to use and a good quality,app performance,1
Do not qiero this app tpda hora. Appearing on the device neu screen,app performance,0
This app is pretty bad guys,app performance,0
"Flawlessly performs. No glitches, straight forward. Does what it should without fanfare. Very pleased that no matter where I am, monitoring my positions is easy.",app performance,1
"Flawlessly performs. No glitches, straight forward. Does what it should without fanfare. Very pleased that no matter where I am, monitoring my positions is easy.",brand satisfaction,1
Chris was very knowledgeable and patient and provided an excellent service. I was entirely dependent on his support,support attitude,1
Do not waste time downloading this app it crashes and freezes. It's pants. Does not work,app performance,0
Excellent app for the best shoe company ever!,app performance,1
Excellent app for the best shoe company ever!,brand satisfaction,1
Excellent app for the best shoe company ever!,competitor comparison,1
Graphs arent updated dynamically since the new update...everything's delayed,app performance,0
"I talked to a VERY nice lady named Joan. She was very patient, professional & helped me with my phone app. She's a keeper!!! Thank you, Joan",support attitude,1
"I talked to a VERY nice lady named Joan. She was very patient, professional & helped me with my phone app. She's a keeper!!! Thank you, Joan",app performance,1
Horrible app. It messes up your cart it doesn't sync your cart with your shopping cart on any other device and it automatically cancelled my order just when I touched an item that I had ordered and I was wondering how long it was going to take.,app performance,0
Horrible app. It messes up your cart it doesn't sync your cart with your shopping cart on any other device and it automatically cancelled my order just when I touched an item that I had ordered and I was wondering how long it was going to take.,delivery speed,0
"really good ui, runs smoothly",ease of use,1
"really good ui, runs smoothly",app performance,1
How can I unsubscribe from the application? I already tried and I can not get it,account access,0
How can I unsubscribe from the application? I already tried and I can not get it,app performance,0
Not if it is cool the netivirips takes from a wenapuro alv and those compas are cool: v they cure it more,brand satisfaction,1
"Love this card, so handy for saving!!!",ease of use,1
"Love this card, so handy for saving!!!",brand satisfaction,1
"Love this card, so handy for saving!!!",pricing value,1
"Some window flashed, and now it is not possible to remove it! Fixed",app performance,0
Love this app as I always have my phone with me,app performance,1
Best quotes I saw on line,app performance,1
Best quotes I saw on line,pricing value,1
Best quotes I saw on line,competitor comparison,1
"Superb, lightning Quick, Great Offers",brand satisfaction,1
"Superb, lightning Quick, Great Offers",pricing value,1
"Superb, lightning Quick, Great Offers",delivery speed,1
It does not allow me to create a user and it's annoying,account access,0
Trading made it easy. Simple to learn. I love this app.,ease of use,1
Trading made it easy. Simple to learn. I love this app.,app performance,1
"Fabulous gift sets, lovely helpful staff, always get the items I need (and sometimes more when bargain days are on)...",pricing discounts,1
"Fabulous gift sets, lovely helpful staff, always get the items I need (and sometimes more when bargain days are on)...",support attitude,1
"Fabulous gift sets, lovely helpful staff, always get the items I need (and sometimes more when bargain days are on)...",brand satisfaction,1
"Every time an order is made and the money is taken from the card, an email arrives, the order is canceled .....",app performance,0
"Every time an order is made and the money is taken from the card, an email arrives, the order is canceled .....",ease of use,0
"So far, so ok. Very easy to trade like 123 abc. Just sit and watch your money go down are go up until your ready to sell.",ease of use,1
"So far, so ok. Very easy to trade like 123 abc. Just sit and watch your money go down are go up until your ready to sell.",brand satisfaction,1
I am a first time investor and I find this app to be super easy to understand and great to keep up with any imvested realting news.,ease of use,1
I am a first time investor and I find this app to be super easy to understand and great to keep up with any imvested realting news.,app performance,1
I am a first time investor and I find this app to be super easy to understand and great to keep up with any imvested realting news.,brand satisfaction,1
It is too difficult to get to what you want to view.,app performance,0
It is too difficult to get to what you want to view.,ease of use,0
I use a lot to plan trips and would be lost without it. Usually there recommending hotels and things to do are right on.,brand satisfaction,1
good outfit inspiration and actions,brand satisfaction,1
"The shoes are very comfortable, the soles are very flexible ‌",brand satisfaction,1
Clothes and prices are very good,brand satisfaction,1
Clothes and prices are very good,pricing value,1
The app is neat and looks good,app performance,1
Helpful to keep track of progress of switching,brand satisfaction,1
Impossible to delete a trip. Not user friendly and hard to navigate. Not intuitive and smart regarding sorting trips by dates.,app performance,0
Impossible to delete a trip. Not user friendly and hard to navigate. Not intuitive and smart regarding sorting trips by dates.,ease of use,0
Had the card for years not used much in past but that's changing,ease of use,1
Excellent ap thank you very much,app performance,1
"Hi, app great, have no problems. Although a downfall is that when fresh grocery's are delivered, they are close to the date for example bread and fruit, fruit quality is not checked, like brushed apples and bananas for example, this could be greatly improved by the pickers if they checked more carefully, just as if they would if they were shopping for themselves",app performance,1
"Hi, app great, have no problems. Although a downfall is that when fresh grocery's are delivered, they are close to the date for example bread and fruit, fruit quality is not checked, like brushed apples and bananas for example, this could be greatly improved by the pickers if they checked more carefully, just as if they would if they were shopping for themselves",brand satisfaction,0
"Easy to use, instant money transfer and exchange",ease of use,1
"Easy to use, instant money transfer and exchange",delivery speed,1
Amazing!! Easy to buy and sell with good companies on offer.,ease of use,1
Amazing!! Easy to buy and sell with good companies on offer.,brand satisfaction,1
"Fast delivery, despite the sanitary crisis .the.jean me.va perfectly good quality",brand satisfaction,1
"Fast delivery, despite the sanitary crisis .the.jean me.va perfectly good quality",delivery speed,1
"Easy navigation, good filter and great width in range.",ease of use,1
"Easy navigation, good filter and great width in range.",app performance,1
"App is super cool and really practical, I'm looking forward to the desktop version",ease of use,1
"App is super cool and really practical, I'm looking forward to the desktop version",app performance,1
"Whatever that last update was it sucks! Can't even log in to ""my wish list"".",account access,0
"Whatever that last update was it sucks! Can't even log in to ""my wish list"".",app performance,0
Good for places to visit but less reliable for hotels. restaurants. Not verified by proof of purchase,brand satisfaction,0
"Very good service, fast delivery and quality !!!",brand satisfaction,1
"Very good service, fast delivery and quality !!!",delivery speed,1
"I have no complains, awesome experience all the way.",brand satisfaction,1
"Nice and easy app. Makes online shopping a joy. Only four out of five as it would be good to have more information and/or pictures of items, and sometimes the search function does not bring up what I am looking for.",app performance,0
"Nice and easy app. Makes online shopping a joy. Only four out of five as it would be good to have more information and/or pictures of items, and sometimes the search function does not bring up what I am looking for.",ease of use,1
"Nice and easy app. Makes online shopping a joy. Only four out of five as it would be good to have more information and/or pictures of items, and sometimes the search function does not bring up what I am looking for.",app performance,1
"The App is really inefficient at times, loading forever. There are times when it stops working altogether. Every week there are a lot of products out of stock or unavailable and if you are lucky the fresh produces are with a 2 day shelf life. Not impressed.",app performance,0
"It's very good, user friendly, simple and has alot of tools and video help. Also it will be better if you brought back the live account capability for Canada again.",ease of use,1
"It's very good, user friendly, simple and has alot of tools and video help. Also it will be better if you brought back the live account capability for Canada again.",brand satisfaction,1
"Checked prices on here and saved hundreds on switching to British Gas contacted them and they could not give me the offer on here so changed to offer on here ,I have a smart meter and I can see the daily savings",pricing discounts,1
"Checked prices on here and saved hundreds on switching to British Gas contacted them and they could not give me the offer on here so changed to offer on here ,I have a smart meter and I can see the daily savings",pricing value,1
I love the Fractional Share trading! I love being able to spread around my money into a bunch of Companies & ETF's . My Favorite platform for Free- Crypto/Bitcoin Trading & I Hope they add IRA accounts soon.,ease of use,1
I love the Fractional Share trading! I love being able to spread around my money into a bunch of Companies & ETF's . My Favorite platform for Free- Crypto/Bitcoin Trading & I Hope they add IRA accounts soon.,app performance,1
I love the Fractional Share trading! I love being able to spread around my money into a bunch of Companies & ETF's . My Favorite platform for Free- Crypto/Bitcoin Trading & I Hope they add IRA accounts soon.,brand satisfaction,1
App is great until you try to enter a gift card amount. There is no decimal point so that you can enter the right amount. Ridiculous lack of programming,app performance,0
App is great until you try to enter a gift card amount. There is no decimal point so that you can enter the right amount. Ridiculous lack of programming,ease of use,0
I love your products the sales you have everything about it and SUPER fast delivery !!,brand satisfaction,1
I love your products the sales you have everything about it and SUPER fast delivery !!,delivery speed,1
"Not a great experience. Very faffy to use and won't recognise my coupon codes - which are required to be input manually like it's still 1999, not 2019 - PLEASE include a barcode scanner in the app ASAP!!",app performance,0
"Not a great experience. Very faffy to use and won't recognise my coupon codes - which are required to be input manually like it's still 1999, not 2019 - PLEASE include a barcode scanner in the app ASAP!!",pricing discounts,0
Great service. Has mostly replaced my debit card.,ease of use,1
Great service. Has mostly replaced my debit card.,brand satisfaction,1
"After the earlier teething problems they seem to have got a it right, much improved app and service",app performance,1
"After the earlier teething problems they seem to have got a it right, much improved app and service",brand satisfaction,1
Awesome platform!! Easy to start and use. Constantly seeing great new upgrades too!,app performance,1
Awesome platform!! Easy to start and use. Constantly seeing great new upgrades too!,brand satisfaction,1
"App creates existing n passages, and when we put the data (in addition to not saving) it appears sold out numerous times.",app performance,0
"App creates existing n passages, and when we put the data (in addition to not saving) it appears sold out numerous times.",ease of use,0
So far so good. Some times the prices don't reflect accurately,pricing value,0
So far so good. Some times the prices don't reflect accurately,brand satisfaction,1
Good easy to use app for anyone learning the market,ease of use,1
Good easy to use app for anyone learning the market,app performance,1
Very good and more convenient than the card and offers in the post,ease of use,1
Support literally does not respond,support attitude,0
Love it so easy to find the best vintage kicks,brand satisfaction,1
"Easy to use, no commission or hidden fees! Excellent company:)",ease of use,1
"Easy to use, no commission or hidden fees! Excellent company:)",brand satisfaction,1
"Easy to use, no commission or hidden fees! Excellent company:)",pricing value,1
He won't let me pay with any of my cards. They tell me that the billing data must match the data where the card is registered. In no other online store does this happen.,app performance,0
He won't let me pay with any of my cards. They tell me that the billing data must match the data where the card is registered. In no other online store does this happen.,ease of use,0
He won't let me pay with any of my cards. They tell me that the billing data must match the data where the card is registered. In no other online store does this happen.,competitor comparison,0
One place for world tour!,brand satisfaction,1
Perfect way to grow your money.,brand satisfaction,1
It used to be better than going through the interface.,app performance,0
"Excellent service from Gareth Burnett, so helpful and helped us to switch without any hassle.Thank you.",support attitude,1
no help in case of robberies,support attitude,0
good quick prompt very efficient,brand satisfaction,1
good quick prompt very efficient,delivery speed,1
"Some time after placing the order I received information that it would reach me incomplete due to the lack of one article, even though when ordering everything was fine. So why did I get it to the basket without a problem and the order was fine, and later it turned out that it was not there ...",app performance,0
Problems with the connection again and again,app performance,0
"The clothes are quality for an honest price, the delivery was fast. Very good!",brand satisfaction,1
"The clothes are quality for an honest price, the delivery was fast. Very good!",pricing value,1
"The clothes are quality for an honest price, the delivery was fast. Very good!",delivery speed,1
"Very easy to use, will definitely use again!",brand satisfaction,1
I can always find my size style and color,app performance,1
I am pissed off they accused me of botting.,support attitude,0
"Very very slow app, often not responding. Rubbish!!",app performance,0
All I need here I find is restaurants accommodation flights tours guidance on everything,brand satisfaction,1
"Good: clean interface that allows you to get different offers that are somewhat tailored to you Bad: the app does not provide your card's barcode to be scanned, despite providing your membership number. This wouldn't be huge, but you forget your card there is no way to key in the membership number at self checkout tills and the workers are (understandably)not keen to key it it when other customers are waiting. Once a barcode is added the app will be completely fine.",pricing discounts,1
"Good: clean interface that allows you to get different offers that are somewhat tailored to you Bad: the app does not provide your card's barcode to be scanned, despite providing your membership number. This wouldn't be huge, but you forget your card there is no way to key in the membership number at self checkout tills and the workers are (understandably)not keen to key it it when other customers are waiting. Once a barcode is added the app will be completely fine.",account access,0
"Good: clean interface that allows you to get different offers that are somewhat tailored to you Bad: the app does not provide your card's barcode to be scanned, despite providing your membership number. This wouldn't be huge, but you forget your card there is no way to key in the membership number at self checkout tills and the workers are (understandably)not keen to key it it when other customers are waiting. Once a barcode is added the app will be completely fine.",app performance,1
"Good: clean interface that allows you to get different offers that are somewhat tailored to you Bad: the app does not provide your card's barcode to be scanned, despite providing your membership number. This wouldn't be huge, but you forget your card there is no way to key in the membership number at self checkout tills and the workers are (understandably)not keen to key it it when other customers are waiting. Once a barcode is added the app will be completely fine.",ease of use,0
It's amazing way to learn.,brand satisfaction,1
Making it impossible to travel often!,ease of use,0
i am quite sure you are wrong....i have used you for many years to swap gas and electric supplier. its now common that when i switch as you quote me 80.00 per month i end up actually paying by the end far more. so this time i fill in your comparison site with my info...i used these numbers in your system...5500 units per annum of electric and 2500 units in gas....you then direct me to the best deal being scotish power at estimated £80 per month....sound good....but then i click on the actual charges per unit and daily charges and do my own calculation....so you say average 80 per month but i make it average £123 per month over 12 months and i trust my calculation plus this woyld be close to what i am paying now....so why and how do you get to 80average when it is actually £123 ???? i trust you not to be misleading me yet i am quite sure you actually are and this is why for years on end using you my quote from you is actually wrong and i end up paying far more within a period than you quoted. please confirm the differace between your incorrect head line figures and the actual someone will pay.,app performance,0
i am quite sure you are wrong....i have used you for many years to swap gas and electric supplier. its now common that when i switch as you quote me 80.00 per month i end up actually paying by the end far more. so this time i fill in your comparison site with my info...i used these numbers in your system...5500 units per annum of electric and 2500 units in gas....you then direct me to the best deal being scotish power at estimated £80 per month....sound good....but then i click on the actual charges per unit and daily charges and do my own calculation....so you say average 80 per month but i make it average £123 per month over 12 months and i trust my calculation plus this woyld be close to what i am paying now....so why and how do you get to 80average when it is actually £123 ???? i trust you not to be misleading me yet i am quite sure you actually are and this is why for years on end using you my quote from you is actually wrong and i end up paying far more within a period than you quoted. please confirm the differace between your incorrect head line figures and the actual someone will pay.,pricing value,0
I have been using it for years and it has always provided me with useful information.,app performance,1
"Hello, I want to thank the work of the staff! In such a period they work very quickly отличный the service is excellent! Very satisfied! I already ordered so much and have never failed! And the quality of the clothes matches the price :). It's a pity that there are no discounts for regular customers постоян",support attitude,1
"Hello, I want to thank the work of the staff! In such a period they work very quickly отличный the service is excellent! Very satisfied! I already ordered so much and have never failed! And the quality of the clothes matches the price :). It's a pity that there are no discounts for regular customers постоян",brand satisfaction,1
"Hello, I want to thank the work of the staff! In such a period they work very quickly отличный the service is excellent! Very satisfied! I already ordered so much and have never failed! And the quality of the clothes matches the price :). It's a pity that there are no discounts for regular customers постоян",pricing value,1
"Hello, I want to thank the work of the staff! In such a period they work very quickly отличный the service is excellent! Very satisfied! I already ordered so much and have never failed! And the quality of the clothes matches the price :). It's a pity that there are no discounts for regular customers постоян",pricing discounts,0
Downloaded today but I can't get any further then the first loading screen. Useless.,app performance,0
Amazing just under £200 saved in 5mins! Such an easy process!,ease of use,1
Amazing just under £200 saved in 5mins! Such an easy process!,pricing value,1
"I wanted to pay on the spot and I had to pass the data for information only, but at the time the charges were already charged",ease of use,0
The product that I ordered was 1 month still being prepared.,delivery speed,0
They removed the option to share the application return this option,app performance,0
great app and can access coupons and vouchers without internet,app performance,1
You are sending paper vouchers; rather than storing the offers on the card electronically.,ease of use,0
Better app than before but shame about the absence of Apple Wallet support - at least from what I could see...,app performance,0
Better app than before but shame about the absence of Apple Wallet support - at least from what I could see...,ease of use,0
Became pointless as in order to use I need to change password to something the app requires and too much hassle already with smart shop app.,account access,0
Became pointless as in order to use I need to change password to something the app requires and too much hassle already with smart shop app.,app performance,0
Became pointless as in order to use I need to change password to something the app requires and too much hassle already with smart shop app.,ease of use,0
Became pointless as in order to use I need to change password to something the app requires and too much hassle already with smart shop app.,brand satisfaction,0
"Awesome got 300 of between me and my wifes car insurance,",brand satisfaction,1
"Awesome got 300 of between me and my wifes car insurance,",pricing value,1
Easy to navigate great savings,ease of use,1
Easy to navigate great savings,pricing value,1
Have to buy something to get the code (even though advertising says otherwise),pricing discounts,0
Have to buy something to get the code (even though advertising says otherwise),brand satisfaction,0
Great app for beginners. Support team has helped alot even though with current situation it may take longer.,support attitude,1
Great app for beginners. Support team has helped alot even though with current situation it may take longer.,app performance,1
Love it. Best decision I ever made.,brand satisfaction,1
The shoes are lighter and comfortable to walk,brand satisfaction,1
Quick and easy. Just what we need in our busy lives.,ease of use,1
Quick and easy. Just what we need in our busy lives.,delivery speed,1
Easy to shop through secure app.,ease of use,1
Easy to shop through secure app.,app performance,1
"Terrible service, do not respect customers, do not pick up at the indicated time, do not have a platform or method established to make complaints and claims, insecure, unreliable, do not like card payment. They do not arrive at the destination so that one cancels the trip. An unwise disaster and a waste of time",support attitude,0
"Terrible service, do not respect customers, do not pick up at the indicated time, do not have a platform or method established to make complaints and claims, insecure, unreliable, do not like card payment. They do not arrive at the destination so that one cancels the trip. An unwise disaster and a waste of time",app performance,0
"Terrible service, do not respect customers, do not pick up at the indicated time, do not have a platform or method established to make complaints and claims, insecure, unreliable, do not like card payment. They do not arrive at the destination so that one cancels the trip. An unwise disaster and a waste of time",delivery speed,0
"Terrible service, do not respect customers, do not pick up at the indicated time, do not have a platform or method established to make complaints and claims, insecure, unreliable, do not like card payment. They do not arrive at the destination so that one cancels the trip. An unwise disaster and a waste of time",brand satisfaction,0
Great app. Easy to use. All my info is a touch away.,ease of use,1
Great app. Easy to use. All my info is a touch away.,app performance,1
Excellent as always .. I have always purchased in-store and will continue on line ..,app performance,1
Excellent as always .. I have always purchased in-store and will continue on line ..,brand satisfaction,1
Gets the best deals compared to other sites.,app performance,1
Gets the best deals compared to other sites.,pricing value,1
Gets the best deals compared to other sites.,competitor comparison,1
